Pergunta,Resposta
Qual o prazo da seguradora?,"A seguradora tem o prazo de 30 dias para indenizar o segurado ou seus beneficiários após a solicitação e entrega dos documentos básicos, porém esse prazo pode ser suspenso caso necessite de mais documentos."
apolice da previdencia  certificado das coberturas de risco contratadas  certificado de risco da cobertura  como consigo apolice da previdencia  solicitar certificado de risco das coberturas,"O Certificado das coberturas de risco do participante, deve ser solicitado diretamente para a Quanta através desse canal, clicando no ícone abaixo “abrir chamado”  selecionando o tipo de contato “solicitação de documentos”. "
Quais os beneficios da proteção familiar?,"•	São dedutíveis do imposto de renda<br>
•	Contratação cobertura morte até os 85 anos<br>
•	Cobre casos decorrentes de Covid-19 (carência de 90 dias)<br>
•	Pagamento em forma de renda<br>
•	Baixo custo"
Como fazer para suspender a proteção familiar?,"Não é possível suspender as suas proteções familiares de invalidez e morte. <br>
É necessário que elas sejam pagas mensalmente para que, em caso de sinistro, o capital segurado esteja ativo.   Caso o participante realize a suspensão das contribuições básicas de aposentadoria, as proteções não serão suspensas, pois não são referentes ao saldo acumulado de aposentadoria. <br>  Se o participante não tiver mais interesse em manter a contribuição da proteção familiar, será necessário solicitar o cancelamento das mesmas dentro do mobile quanta, basta acessar o APP > Serviços > Proteção Familiar > Outras Opções > Cancelar Coberturas."
"Cancelamento, como fazer?",Sobre qual cancelamento você quer falar?
Como cancelo um plano  Como faço para cancelar uma previdencia  Qual formulário para cancelar a previdência  cancelamento de plano  cancelamento de uma previdencia  cancelamento do plano  cancelar o plano  cancelar previdencia  como cancelar a previdencia  formulario de cancelamento de previdencia,"O cancelamento do plano deverá ser realizado em até 7 dias corridos da data de adesão. A solicitação de cancelamento do plano deve ser realizada via Formulário de Cancelamento do Plano, o qual deverá ser solicitado à Quanta via PRI. O participante precisa preencher, assinar e  encaminhar junto com um documento de identificação com foto, através do mesmo chamado.

 IMPORTANTE:
 1) Solicitações sem o documento de identificação ou cujas assinaturas entre formulário e documento estejam divergentes, não serão acatadas.
 2) Serão acatados formulários assinados via GOV.BR ou fisicamente, desde que haja firma reconhecida em cartório."
COMO POSSO excluir as coberturar de risco  Como procede um cancelamento do plano de previdência  cancelamento  cancelamento da contribuição de risco  cancelamento de cobertura de risco  cancelamento de cobertura por invalidez  cancelamento de cobertura por morte  cancelamento parcial  cancelamento parcial das contribuicoes  cancelar  cancelar cobertura de invalidez  cancelar cobertura de risco  cancelar cobertura por morte  cancelar coberturas de risco  cancelar proposta  como fazer o cancelamento de um plano  como procedo para cancelar morte e invalidez  como realizar o cancelamento do plano  cooperada deseja cancelar  encontro o formulario para cancelamento das coberturas de risco  formulario para cancelar as coberturas de risco  participante nao quer mais contribuir  posso cancelar as coberturas de risco parcialmente  preencher o formulario para cancelar morte e invalidez  quanda cancela cobertura de risco  quando cancela a previdência  quanto tempo o risco é cancelado,"Conforme CC sobre as novas operações digitais, o cancelamento das coberturas de riscos é realizado diretamente via APP. <br>

• Menu serviços > Proteção familiar > outras opções > cancelar cobertura. 

Antes de realizar o procedimento acima, será solicitado que o participante inclua beneficiários em seu plano, caso ele ainda não tenha feito isso. Segue abaixo o caminho para realizar esta operação. <br>
• Menu Serviços> Beneficiários 

Caso o participante desista da solicitação, você, angariador, possui até 5 dias para enviar a Quanta via chamado a carta de desistência do participante com os dados do plano, apólice e assinatura. 

Você pode enviar para a Quanta via PRI (e-mail) o formulário assinado pelo participante. 

ATENÇÃO  Acumulando 06 contribuições em aberto, as proteções são canceladas automaticamente."
"abrir demanda com a quanta
ajuda direto com a quanta
como abrir chamado com a Quanta
como abro demanda
como fazer protocolo pra falar com a quanta
e mail quanta",Favor registrar sua dúvida através da PRI (Opção Abrir Chamado) para prosseguirmos com seu atendimento selecionando o tipo de contato.
"a seguradora não aceitou a cobertura que queriamos contrar, o que devemos fazer/?
Foi aceita apenas uma cobertura e a outra foi recusada, como proceder?
Foi aceita apenas uma cobertura e a outra foi recusada, o que eu faço?
Houve recusa da cobertura de invalidez e aceitou a de morte, o que fazer?
Houve recusa da cobertura de morte e aceitou a de invalidez, o que fazer?
Qual o caminho pelo sop para contratar novamente cobertura cancelada
uma cobertura aceita e a outra não","Nesse caso, você deve refazer a simulação contratando apenas a cobertura aceita."
Como acesso a plataforma?,"Se você é Colaborador e também Participante do Plano , você deverá acessar a Plataforma com a mesma senha utilizada no APP do Plano . O login será sempre seu CPF. "
Como fazer acesso a plataforma?,"Abra o Aplicativo do Plano em seu celular, <b>não logue com a sua digital</b>, antes disso clique em “cancelar”. <br>
Após, clique em “esqueci a senha”  Após recuperar a sua senha, acesse o site da Plataforma e faça seu 1º acesso utilizando como login seu CPF e a senha do APP do Plano."
Como o participante acompanha o plano?,"O participante poderá acessar seu plano de previdência baixando o Aplicativo Quanta Previdência.  Após cadastro no app, também será possível acessar via Plataforma Quanta, utilizando a mesma senha. "
"Não consigo acessar a plataforma, o que fazer?","A Plataforma é nova e em processo de desenvolvimento, seja na criação ou manutenção dos processos. Lamento que você esteja com dificuldade de acesso, mas vou te ajudar!
Primeiro, é importante utilizar a versão mais recente, para isso basta utilizar CTRL+F5 quando já logado. Caso o erro persista, favor enviar uma captura de tela para nosso time, basta clicar na opção e-mail, logo abaixo do campo de digitação desse chat, desta forma nossa equipe vai investigar o ocorrido para solucionar o erro."
"como acesso o sop
gostaria de acessar o SOP, mas esqueci meu acesso, pode me disponibilizar outra?
Não consigo acessar o SOP pois esqueci meu acesso, pode me enviar outro?
preciso acessar o sop
preciso alterar minha senha do SOP
sou novo na unicred preciso acessar o sop","Para obter acesso aos sistemas da Quanta você deve seguir esse passo a passo:

1º Solicite ao RH ou assessor de previdência da sua cooperativa a abertura de chamado aqui mesmo na PRI. O tipo de chamado deve ser: “Acesso aos sistemas operacionais.”
Lembre-se de preencher com nome completo sem abreviações. Somente e e-mails corporativos são válidos. E-mails pessoais não serão aceitos. 

2º Aguarde o retorno e encerramento do chamado. As credenciais de acesso à plataforma operacional da Quanta serão encaminhadas para o e-mail do colaborador.

3º Com as credenciais em mãos, basta acessar a plataforma operacional da Quanta e clicar no botão verde (Acesse a ACQUA) localizado na parte superior esquerda da sua tela. Importante: acesse a ACQUA seguindo esse fluxo e não diretamente pelo site.

4º Ao ser direcionado para a ACQUA você deverá cursar a Trilha Precaver.

5º Ao concluir o curso e obter a nota mínima para aprovação o seu acesso a todas as funcionalidades da plataforma operacional da Quanta serão liberadas automaticamente. Bons negócios!

Se você já realizou o curso e ainda não recebeu os acessos, clique no ícone e-mail > seleciona a opção acesso aos sistemas operacionais > e nos envie sua solicitação."
"ACQUA
como acessar a ACQUA
como eu consigo acesso a acqua
preciso acessar a ACQUA
Quero acessar a ACQUA
a acqua é da Quanta?
aqua
conteúdos educativos da quanta
cursos da quanta
materiais da quanta
o que é a ACQUA
onde encontro os cursos que a Quanta lançou
plataforma de educação
quem pode ser acesso a plataforma de educação
qual é a plataforma de educação financeira da Quanta?","A ACQUA - Academia Quanta de Educação Previdenciária é uma plataforma educacional inovadora desenvolvida pela Quanta Previdência em parceria com a Somma Investimentos. Seu objetivo é promover a educação financeira e previdenciária para todos os brasileiros, capacitando-os no planejamento financeiro de longo prazo e na construção de um futuro financeiro seguro e próspero. A ACQUA oferece cursos, materiais e recursos educacionais de alta qualidade sobre finanças pessoais, previdência privada e planejamento para a aposentadoria de forma totalmente gratuita.

A plataforma é acessível digitalmente em todo o território nacional, oferecendo flexibilidade para que você possa aprender a qualquer hora e lugar."
"adesao
Adesão
adesão digital
cadastramento digital
cadastro de proposta
como aderir ao plano
como fazer um plano
cooperado quer aderir o plano
cooperado quer contratar previdência
Fazer plano
Plano novo
Quero fazer um plano 
quero cadastrar uma previdência","Para ofertar o plano ao cooperado interessado, o primeiro passo é realizar uma projeção de renda futura e apresentar os diferenciais do plano. <br>
O segundo passo é efetivar a proposta de adesão diretamente na Plataforma: Acesse com seu perfil de instituidor > nova adesão > CPF > Continuar > Conferir os dados> Continuar > preencher as informações incluindo renda, profissão e os valores a serem contratados e prosseguir todas as etapas até o final para efetivação da proposta. Na última etapa é necessário anexar a proposta frente/verso e o documento de identificação do cooperado. 
"
"adesao digital aplicativo unicred
Adesão Digital APP
adesão pelo aplicativo da cooperativa
adesão pelo aplicativo da viacredi
adesão via app cooperativa
como aderir ao plano digitalmente
cooperado consegue contratar plano pelo nosso app","O plano poderá ser contratado totalmente online pelo app da cooperativa. No app, menu previdência, o futuro participante poderá escolher seu plano ideal inserindo todos os dados para uma contratação: Valor mensal, contratar cobertura de risco, selecionar os beneficiários, escolher a alíquota, o perfil de investimentos, entre outros. 
A adesão será concretizada com a inclusão da assinatura digital do cooperado e a visualização da ficha proposta."
"adesão de plano plataforma.
adesão via plataforma
como contratar plano pela plataforma
como contratar plano pelos sistemas
como contrato previdencia na plataforma",<iframe width=100% height=210 src=https://www.youtube.com/embed/EmBa0q_ItWM title=YouTube video player frameborder=0 allow=accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture allowfullscreen></iframe>
a previdencia vai ser paga pelo avo e nao mais pelo pai do cooperadinho  alteracao financeira  alteracoes financeiras  alterar forma de pagamento  alterar o valor do plano  alteração forma de pagameto  cooperado quer mudar o vencimento do plano  cooperado quer voltar a pagar por debito em conta  debitar a parcela que sistema nao debitou  debitar conta pj  debito em conta  executar alteracoes financeiras  formas de pagamento  onde executo alteracoes financeiras  onde faco alteracoes financeiras  participante quer pagar a previdencia por boleto  participante quer trocar data de vencimeno do plano  participante vai cancelar a conta e quer continuar com o plano como alterar a forma de pagamento  plano debite na conta pj  É possível alterar uma simulação,"A alteração da forma de pagamento pode ser realizada pelos próprios participantes, através do aplicativo. Mas, também é possível executá-la no SOP. Segue abaixo orientações. 
• App: Menu Serviços> Dados Cadastrais> Forma de Pagamento> Selecionar a opção desejada. 
• SOP: Manutenção do Plano> Alteração do Plano> Visualizar> Pagamento> Inserir a opção desejada e salvar.  

Salientamos que, caso já tenha sido gerada uma cobrança no mês de solicitação, a alteração entrará em vigência somente no mês subsequente. Esse procedimento visa evitar a duplicidade de débitos no plano dos participantes. 

*Observação:  Estes procedimentos não são válidos para alterações envolvendo Desconto em Folha. Para alterar a forma de pagamento de débito em conta/boleto bancário para desconto em folha, ou vice-versa, é necessário abrir chamado via PRI: Abrir chamado> Selecionar ‘Alterar forma de pagamento - desconto em folha na caixa Tipo do contato’> Preencher dados e enviar. "
alteracao representante  alterar representante  alterar representante legal  representante legal,"Informo que para realizar este procedimento é necessário o envio do formulário disponível no SOP. Basta acessar o SOP > Manutenção do Plano> Formulários e Manuais> FORM Alteração de Representante Legal do Plano. A Imagem do formulário deverá ser enviada para a Quanta junto com um documento de identificação do novo e antigo representante legal através de abertura de chamado via Pri (Abrir chamado), dentro do portal do instituidor. "
Onde é possivel aumentar o valor de aposentadoria?,"Através do APP, o participante pode aumentar ou diminuir sua contribuição mensal para aposentadoria no menu contribuições > alterar contribuição > confirmar  a alteração via token que será encaminhado para o participante por SMS ou E-mail."
Qual o prazo da seguradora para avaliar a solicitação de beneficio?,"A seguradora tem o prazo de 30 dias 📆  para indenizar o segurado ou seus beneficiários após a solicitação e entrega dos documentos básicos, porém esse prazo pode ser suspenso caso necessite de mais documentos."
"Abri um chamado e não sei como seguir, o que fazer?","A abertura de chamados é feita através da PRI. Para realizar esse procedimento clique no ícone abrir chamado, e escolha um assunto adequado à sua situação na caixa de seleção Tipo do Contato.
Após isto, preencha os dados solicitados, e contextualize a solicitação no campo Mensagem.  
O nosso prazo de resposta ao chamado (primeiro contato) é de 72 horas (dias úteis). Quanto ao prazo de resolução, infelizmente não temos nenhum período estipulado, devido a complexidade intrínseca a algumas situações. Quando um problema apresenta determinado nível de complicação, sua resolução demanda um período de tempo imprevisível. 
Caso você queira consultar o andamento ou tenha alguma dúvida referente a um chamado acesse a  Plataforma Quanta > menu lateral > Portal Chamados "
angariador o que e  quem e o angariador o que é angariador,Angariador é o colaborador responsável pelas operações solicitadas pelo participante via agência.
Participante em aposentadoria pode realizar aportes?,"Os participantes em fase de recebimento de renda (aposentadoria) não podem realizar contribuições mensais (valor cadastrado pelo participante em fase de contribuição).

Entretanto, é permitido realizar aportes extras, no qual pode ser único ou recorrente. Segue orientações de como programá-los.

• Aplicativo: Menu contribuições> Contribuições Extras (Aportes)> Escolher entre pagamento único ou Programar aportes>  Inserir valor e data>  Escolher opção boleto> Gerar pagamento.

• Plataforma: Iniciar Atendimento> Contribuições> Contribuição Extra> Gerar contribuição extra> Selecionar Forma de Pagamento> Selecionar Tipo de Contribuição Extra (Única ou Recorrente)
Após isto, selecione SMS ou E-mail para o participante receber o token para validar a operação, e clique em Enviar.

Informamos também que, de acordo com a legislação atual, os planos em fase de recebimento podem realizar portabilidade de entrada."
como declarar o aporte empregador declarar aporte empregador na declaração de IR,"Na declaração de imposto de renda, deve-se inserir as contribuições pagas para o plano naquele ano. A Contribuição Empregador não é declarado, visto que é um recurso aportado pela empresa e não pelo participante."
A Quanta aceita assinatura digital?,"Informamos que, a partir de 01/09/2024, a Quanta passará a aceitar a assinatura dos formulários nas seguintes modalidades:
• Assinatura Física: Aceita somente com autenticação em cartório.
• Assinatura Digital: Para aqueles que optarem por esta modalidade, serão aceitas assinaturas com rastreabilidade, incluindo opções como Certificado Digital, DocuSign, Contraktor, Clicksign, entre outras.
Estamos comprometidos em facilitar o processo para todos os participantes. Agradecemos pela compreensão e colaboração."
"atualizacao de extrato		
    atualizar extrato		
    contribuicao nao esta aparecendo no extrato		
    contribuicao nao esta aparecendo no saldo		
    cota atualizada		
    extrato atualiza		
    extrato atualizado		
    o participante fez uma contribuicao que nao esta aparecendo no
  saldoextrato		
    o que aconteceu que a contribuicao do participante nao esta
  rentabilizada		
    participante fez um aporte para o plano porque nao esta aparecendo no
  extrato		
    periodicidade de atualizacao do extrato do participante		
    qual a periodicidade de atualizacao do extrato do participante		
    saldo atualizado		","O saldo apresentado no plano refere-se a cota de dois dias atrás, sendo atualizada diariamente. Desta forma,  se você emitir o extrato financeiro, estará visualizando os valores de dois dias atrás. 

Para que o valor aportado seja incorporado ao saldo da conta do participante, é necessário convertê-lo em cotas do fundo de investimento (plano de previdência).  O prazo de cotização de 5 dias úteis. 

As cotas representam uma fração do fundo e seu valor é calculado dividindo o patrimônio líquido do fundo pelo número de cotas em circulação.  No extrato financeiro, a coluna Número de Cotas indica se o valor foi cotizado.  Se na linha da contribuição feita essa coluna estiver em 0, significa que o valor ainda não foi transformado em cotas, portanto, o aporte ainda não foi incorporado ao saldo."
Como posso alterar o nome do cadastro  Inclusão de beneficiário  Não consigo efetivar uma alteração de cadastro aletração cadastral  alteracao cadastral beneficiarios  alterar a data de nascimento do beneficiário  alterar dados beneficiarios  alteração de beneficiario  alteração de cadastro  atualização cadastral  beneficiário  colocar beneficiario no quadro  como alterar os beneficiarios  como incluir novo beneficiario  como mudar o quadro de beneficiarios  dados beneficiarios  excluir beneficiarios  incluir beneficiarios  modificar dados beneficiarios  quadro de beneficiarios  quero incluir uma pessoas no plano  tirar benficiario do quadro,"A inclusão e troca de beneficiários é realizada através do Aplicativo da Quanta. Mas também pode ser executada através da Plataforma.
• App: Menu Serviços> Beneficiários
• Plataforma: Iniciar Atendimento> Meu Plano> Beneficiários"
"Beneficio fiscal, é bom?","Tenho uma ótima notícia! :clap: Todos os anos, os participantes que contribuíram com o plano podem usufruir do benefício de dedução fiscal no Imposto de Renda. Vamos às regras? 
- O percentual de dedução é de até 12% considerando a renda bruta anual <br>
- Para deduzir é necessário realizar a sua declaração no modelo completo e ter pelo menos uma contribuição ao INSS no ano <br>
- O benefício pode ser usufruído até para os participantes que já estão aposentados <br>
Para calcular o benefício acesse o portal do Instituidor > menu simulações > Economia no IR. 
Além disso, o diferimento fiscal faz com que o saldo se potencialize, uma vez que não há recolhimento de imposto durante a fase de aplicação. No momento da adesão o participante escolhe como quer ser tributado em seu recebimento, podendo optar entre alíquota Progressiva ou Regressiva."
beneficio mínimo qual o benefício mínimo valor mínimo de benefício,"O Benefício Mínimo do plano é de R$ 400,00."
beneficio proporcional  beneficio proporcional deferido  bpd,"O Benefício Proporcional Diferido, ou BPD, é um tipo de instituto que permite o recebimento em tempo futuro do benéfico de renda programada, calculado de acordo com as normas. Ou seja, o participante pode permanecer no plano ainda que pare de contribuir."
acao judicial  bloqueio  bloqueio judicial  bloqueio juridico  devedor  fraude  o saldo acumulado no plano pode ser impedido de acesso em situacoes onde ocorre o bloqueio judicial,"Podemos considerar que o plano de previdência fechada é seguro para se evitar bloqueio/penhora. CONTUDO, a Quanta não pode garantir ao participante que isto jamais acontecerá, visto que, se restar comprovada a existência de fraude, os credores poderão demandar judicialmente contra o então devedor (participante) e caberá ao Juízo acatar ou não a penhora requerida pelos supostos credores.<br>
Deve-se alertar o participante que é fundamental ter uma regularidade de contribuição mensal, com valores compatíveis com a sua situação financeira."
"Ocorreu uma fraude, o que fazer?"," Em caso de fraude confirmada, siga as instruções abaixo:

1. Fraude na Abertura de Conta:
a) Encaminhar o Boletim de Ocorrência e/ou uma Declaração da cooperativa, assinada pelo representante, informando o ocorrido.

2. Adesão sem o Consentimento do Cooperado:
a) Se um colaborador da cooperativa agiu de má fé, realizando uma adesão indevida, deverá ser oferecida ao participante a opção de entrada em benefício ou resgate total (caso a carência tenha sido cumprida). A cooperativa deverá assumir o ressarcimento do imposto tributado e das contribuições de proteção familiar (caso existam)."
cadastrar nova agencia  cadastrar novo pac  cadastro pac  como faco para cadastrar um novo pa  como incluir nova agencia  incluir nova agencia  planilha de cadastro pac,"A solicitação é realizada através do formulário de e-mail (via PRI), basta selecionar como assunto cadastro de PAC  preencha com as informações  para que possamos prosseguir com sua solicitação."
"Participante não preencheu a renda, o que fazer?","Para esta solicitação é necessário o preenchimento da “Carta de Correção” disponível no SOP> Manutenção do Plano> Formulários e Manuais.
Abaixo segue as orientações para resolução da Pendência: Acesse o SOP >Cadastro> Simulação e proposta> pesquisar pelo número da simulação (ou CPF clicando na lupa)> Histórico > Logo após clique em Documento> Anexar o documento e clicar em enviar."
beneficios do plano  caracteristicas do plano  diferenciais do plano  diferencial do plano  informaçoes plano  regalia do plano  regalias do plano  utilidade do plano  utilidades do plano  vantagens do plano,"• Reserva de longo prazo para a conquista da liberdade financeira.<br>
• Manutenção do padrão de vida na aposentadoria e proteção da renda familiar.<br>
• Pagamento de 13 rendas por ano na fase de recebimento.<br>
• Segurança de um modelo de contas individuais garantindo o recebimento integral das reservas acumuladas.<br>
• Exclusividade de um Plano fechado.<br>
• Proteção imediata frente aos riscos de invalidez total e permanente e morte, <br>
• Incentivos fiscais <br>
• O patrimônio do participante está segregado e protegido por lei, que exige blindagem destes recursos."
CARÊNCIA PORTABILIDADE  carencia  carencia para resgate  quais os prazos de carencias dos institutos  quantos meses de carencia  tem carencia  tempo de carencia,"• Resgate – 36 meses de carência a contar da data de inscrição no Plano (em caso de contribuição de pessoa jurídica o prazo de 36 meses é contado do último aporte realizado).<br>
• Portabilidade – 12 meses de carência a contar da data de inscrição no Plano (para portabilidade de saída). <br>
• Benefício Proporcional Diferido – 12 meses de carência a contar da data de inscrição no Plano.<br>"
cdi  o que e cdi o que é CDI,"Certificado de Depósito Interbancário é uma modalidade de transferir recursos entre Instituições Financeiras que em troca recebe no futuro uma remuneração (juros). De uma forma mais simplificada entende-se que a Instituição Financeira que tem dinheiro empresta para a que não tem.
A taxa média do CDI (juros pago no empréstimo) tornou-se referência para algumas operações financeiras para avaliar a rentabilidade de fundos."
certificado do plano  como entregar o certificado do plano para o participante  como o participante recebe o certificado do plano  onde consigo o certificado do plano para o participante,O certificado do plano está disponível na Área Restrita do Participante para maior comodidade do mesmo e pode ser também solicitado por formulário de e-mail (via PRI).
amparo legal para a deducao de imposto de renda  deducao da cobertura de risco  deducao do imposto de renda  deduzir da cobertura de risco  deduzir do imposto de renda,"Todas as contribuições realizadas ao Plano, inclusive aquelas destinadas para proteção familiar (coberturas para morte ou invalidez), podem ser lançadas no benefício de dedução fiscal das contribuições dentro dos limites previstos em lei.
O Decreto nº 3.000, em seu art. 74, claramente assegura a dedução no imposto de renda das contribuições para as entidades de previdência privada, inclusive aquelas destinadas a custear benefícios complementares assemelhados aos da previdência social, assim como de contribuições para coberturas de risco, acopladas ao Plano."
A proteção familiar entra em inventário?,"O pagamento da cobertura de risco não entra em inventário se houver beneficiários cadastrados no plano, sendo um recurso destinado para despesas urgentes como também para a manutenção do padrão de vida da família"
composicao carteira  composicao da carteira  composicao dos perfis,É possível consultar a composição da carteira de todos os perfis de investimentos dentro do Portal do instituidor > Investimentos > Composição da Carteira.
"Participante quer ocnsultoria, por onde ele pede?","Para solicitar consultoria, é necessário enviar um e-mail escolhendo o assunto da consultoria, por exemplo se for de aposentadoria selecione entrada em benefício por aposentadoria. Em breve terá a opção no tipo de contato específico para consultoria. "
Quais as contribuições que exitem no plano?,"Há 3 tipos de contribuição para o Plano: (1) Contribuição Básica: para aposentadoria (2) Contribuição extra: aportes (3) Contribuição da Proteção Familiar: invalidez total permanente e morte. Para débito das Contribuições Básica e Risco, as opções de data são os dias 15 e 25 de cada mês, se dias úteis, ou no primeiro dia útil subsequente, quando necessário.<br>

Para mais informações sobre cada tipo, selecione uma das opções abaixo:"
alteracao no valor de contribuicao  alterar o valor que paga mensalmente  alterar um valor de contribuicao de aposentadoria  alterar valor da contribuicao  cancelar as contribucoes do plano  como altero o valor da contribuicao  como mudo o valor da contribuicao  contribuicao basica  contribuicao basica do plano prevcoop  fazer a contribuicao basica  fazer contribuicao mensal  o que e a contribuicao basica  qual o menor valor que posso contribuir  qual o valor minimo de uma contribuicao  valor minimo para contribuicao basica,"Trata-se da contribuição mensal para o plano de previdência. Para saber mais sobre aumento, redução ou reajustes da contribuição básica, selecione uma das opções abaixo:		"
participante quer diminuir a previdencia  participante quer reduzir o valor que paga mensalmente  qual o valor minimo para contribuicao basica  reduzir contribuição  redução contribuição app  redução contribuição para aposentadoria  redução contribuição pelo App  redução valor contribuição  valor minimo para contribuicao,"Você pode alterar o valor da contribuição mensal de aposentadoria do participante através da Plataforma > visão instituidor > iniciar atendimento > inserir CPF do participante > clicar em atender > no quadrante simule sua previdência > alterar o valor no campo contribuição mensal > clicar em confirmar > selecionar o canal para recebimento do token> inserir o código. .   O próprio participante tem autonomia para alterar o valor da sua aposentadoria diretamente no app do plano.  O valor mínimo para contribuição de aposentadoria é de R$ 30,00. "
 aumentar contribuição  aumento de contribuicao  participante quer aumentar a previdencia  participante quer aumentar o valor que paga mensalmente,"Para aumentar a contribuição mensal de aposentadoria do participante, acesse a plataforma Quanta visão instituidor> iniciar atendimento > buscar o participante > clicar em atender > no quadrante simule sua previdência > alterar o valor no campo contribuição mensal > clicar em confirmar > selecionar o canal para recebimento do token> inserir o código. 

O participante tem autonomia para alterar o valor da sua aposentadoria diretamente no app do plano. Basta acessar o APP > contribuições > alterar contribuição > clicar em confirmar > selecionar o canal para recebimento do token> inserir o código. "
atualizacao de contribuicao basica  atualizar contribuicao basica  como e atualizada minha contribuicao basica  ha reajuste na contribuicao mensal  rajustar conribuicao basica  reajuste  reajuste de contribuicao basica,"A contribuição básica é atualizada anualmente, no dia 1º de junho, com base na variação do IPCA (Índice Nacional de Preços ao Consumidor Amplo) acumulado entre o mês de maio do ano anterior e o mês de Abril do ano de aplicação da atualização, observado o ingresso do participante ou a última alteração solicitada como Mês inicial para fins da variação acumulada."
O que é cota?,"Uma cota é uma fração de um fundo. A soma de todas as cotas compradas pelos investidores resulta no valor do patrimônio de um fundo de investimento. O valor da cota é resultante da divisão do patrimônio líquido do fundo pelo número de cotas existentes.<br>
Quando o investidor aplica seu dinheiro em um fundo, ele está adquirindo uma determinada quantidade de cotas, cujo valor é diariamente apurado."
O plano aplica em criptomoedas?,"As entidades fechadas de previdência complementar obedecem aos limites de aplicação definidos pela resolução CMN nº 4.994. Atualmente essa legislação, não permite aplicação nesse tipo de investimento, deste modo o Plano Precaver não realiza aplicações de recursos em criptomoedas. "
custodiante  quem e o custodiante do plano,"É responsável por guardar os ativos do fundo, como ações, títulos e demais ativos, enviando diariamente o inventário para o Gestor e o Administrador. O custodiante dos nossos planos é o ITAÚ."
como ajustar a data de nascimento como corrigir a data de nascimento data de nascimento incorreta como regularizar participante esta com a data de nascimento errada como fazer,"O participante que possuir a data de nascimento incorreta ou seu beneficiário, deverá enviar para a Quanta uma cópia do documento de identificação para devido ajuste. O envio pode ser através do gerente de conta com a abertura de um formulário de email (via PRI) ou pode enviar o documento para https://www.quantaprevidencia.com.br/fale-conosco. "
O que é data de opção?,"A data de opção refere-se a data que o participante optou pelo regime de tributação definitivo (regressivo). Os participantes poderão exercer a opção até o momento da obtenção do benefício (aposentadoria) ou primeiro resgate, conforme LC 14.803.
Lembrando que, é mais vantajoso decidir o regime tributário somente no momento destas solicitações, pois a escolha é irretratável.

Antes desta alteração legislativa, a opção tinha de ser feita até o último dia útil do mês subsequente ao ingresso no plano, tornando o processo de decisão mais complexo e incerto para os participantes."
Pode debitar o plano em outro banco?,"Os planos da Quanta são exclusivos para cooperados do sistema Unicred e Ailos, dessa forma não é possível realizar o débito em outra instituição financeira. <br>
<u>Lembrando que o Precaver não pode ser debitado em conta Ailos e nem o Prevcoop em conta Unicred.</u>"
Pode ter dois planos da Quanta?,"É possível ter dois planos da Quanta sim! 😊 
Desde que sejam planos distintos como Precaver e Prevcoop, que são vinculados a diferentes instituições."
"Participante quer encerrar a conta, ele pode manter o plano?","O participante pode manter o plano mesmo optando por encerrar a conta, ele passa a ser vinculado e mantem o plano através de boleto bancário. Porém, sendo vinculado, não será possível consultar o plano via SOP, somente consultando a Quanta através de formulário de e-mail (via PRI).<br>
A alteração da forma de pagamento pode ser executada através do Aplicativo e SOP.
• App: Menu Serviços> Dados Cadastrais> Forma de Pagamento> Selecionar a opção desejada.
• SOP: Manutenção do Plano> Alteração do Plano> Visualizar> Pagamento> Inserir a opção desejada e salvar.
"
cep quanta  endereco da quanta  endereco quanta  localizacao quanta,"A Quanta está localizada na <u>Rua São João Batista, 109 Ed. New Corporate 6º Andar, Bairro Agronômica, Florianópolis/ SC CEP: 88025-230<u>."
"Contratei risco pro participante e pendenciou, o que fazer?","O procedimento para anexar documentos referentes a pendências das contratações de risco é feito através da Plataforma. Siga o caminho abaixo.

• Gestão> Proposta de Risco> Inserir CPF> Selecionar período (mês da contratação) > Clicar no ícone de visualização (canto superior direito)> Procurar pendência> Enviar documento."
Como funciona a plataforma?,"Para iniciar o atendimento de um participante na Plataforma, é necessário que o plano tenha sido efetivado. Isso ocorre quando o primeiro débito é realizado. A tentativa de débito é feita no mesmo dia da adesão ou nos próximos 3 dias úteis seguintes consecutivamente, caso não seja bem-sucedida. Lembrando que é necessário ter saldo em conta para que a primeira contribuição seja debitada. 

Na plataforma é possível verificar a situação da adesão, através do seguinte passo a passo: <br>
• Plataforma: Gestão > Proposta de Adesão > Inserir período > Pesquisar. 

Se passarem os 3 dias e o débito não ocorrer, é possível gerar uma nova tentativa de débito através do SOP. Além disso, também recomendamos verificar os dados bancários cadastrados no plano do participante, a fim de garantir que as tentativas de débito estão sendo feitas na conta bancária correta. <br>
• SOP: Movimentações Financeiras > Contribuições não pagas > Editar > Selecionar parcela > Déb. em Conta 

Caso seja apresentado erro mesmo após seguir os procedimentos citados, Você também pode encaminhar o ocorrido a nossa equipe para que possamos auxiliar na resolução do caso.
PRI: Abrir Chamado>Selecionar “Contribuições não pagas” em ‘Tipo do contato’> Preencher dados> Enviar."
"O cooperado Leonardo quer atendimento, como fazer?","Ainda não consigo atuar diretamente no caso do cooperado. 😕 
Abaixo você pode clicar na opção e-mail, para que nosso time humano faça uma melhor investigação. 😉"
